央视,#genre#
CCTV4,http://39.135.138.59:18890/PLTV/88888910/224/3221225895/index.m3u8
CCTV4,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV-4/1.m3u8
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8$蓝光8M
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225648/index.m3u8$蓝光4M
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225796/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225751/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225752/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225753/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225754/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225755/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225756/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225795/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225808/index.m3u8
CCTV5,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV-5/1.m3u8
CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8$蓝光8M
CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8$蓝光
CCTV5+,http://39.135.138.59:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888910/224/3221225794/index.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888910/224/3221225793/index.m3u8
CCTV5+,http://117.169.124.46:6410/ysten-businessmobile/live/CCTV-05plus/1.m3u8
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8$蓝光8M
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8$蓝光4M
CCTV6,http://39.135.138.59:18890/PLTV/88888910/224/3221225650/index.m3u8
CCTV6,http://39.135.138.59:18890/PLTV/88888910/224/3221225845/index.m3u8
CCTV6,http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV6,http://39.135.138.59:18890/PLTV/88888910/224/3221225843/index.m3u8
CCTV6,http://39.135.138.59:18890/PLTV/88888910/224/3221225809/index.m3u8
CCTV6,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV-6/1.m3u8
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225644/index.m3u8$蓝光8M
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8$蓝光
CCTV7,http://39.135.138.59:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://39.135.138.59:18890/PLTV/88888910/224/3221225821/index.m3u8
CCTV7,http://39.135.138.59:18890/PLTV/88888910/224/3221225644/index.m3u8
CCTV7,http://39.135.138.59:18890/PLTV/88888910/224/3221225894/index.m3u8
CCTV7,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV-7/1.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225631/index.m3u8$蓝光8M
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8$蓝光4M
CCTV8,http://39.135.138.59:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV8,http://39.135.138.59:18890/PLTV/88888910/224/3221225848/index.m3u8
CCTV8,http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://39.135.138.59:18890/PLTV/88888910/224/3221225847/index.m3u8
CCTV8,http://39.135.138.59:18890/PLTV/88888910/224/3221225810/index.m3u8
CCTV8,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV-8/1.m3u8
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225646/index.m3u8$蓝光8M
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8$蓝光
CCTV9,http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV9,http://39.135.138.59:18890/PLTV/88888910/224/3221225846/index.m3u8
CCTV9,http://39.135.138.59:18890/PLTV/88888910/224/3221225646/index.m3u8
CCTV9,http://39.135.138.59:18890/PLTV/88888910/224/3221225811/index.m3u8
CCTV9,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV-news/1.m3u8
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225636/index.m3u8$蓝光8M
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8$蓝光
CCTV10,http://39.135.138.59:18890/PLTV/88888910/224/3221225627/index.m3u8
CCTV10,http://39.135.138.59:18890/PLTV/88888910/224/3221225822/index.m3u8
CCTV10,http://39.135.138.59:18890/PLTV/88888910/224/3221225636/index.m3u8
CCTV10,http://39.135.138.59:18890/PLTV/88888910/224/3221225888/index.m3u8
CCTV10,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV-10/1.m3u8
CCTV11,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8$蓝光
CCTV11,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV11,http://39.135.138.59:18890/PLTV/88888910/224/3221225889/index.m3u8
CCTV11,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV-11/1.m3u8
CCTV12,http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8$蓝光8M
CCTV12,http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8$蓝光
CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225823/index.m3u8
CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225637/index.m3u8
CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225890/index.m3u8
CCTV12,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV-12/1.m3u8
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8$蓝光
CCTV13,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://39.135.138.59:18890/PLTV/88888910/224/3221225805/index.m3u8
CCTV13,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV-13/1.m3u8
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225640/index.m3u8$蓝光8M
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8$蓝光
CCTV14,http://39.135.138.59:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://39.135.138.59:18890/PLTV/88888910/224/3221225824/index.m3u8
CCTV14,http://39.135.138.59:18890/PLTV/88888910/224/3221225640/index.m3u8
CCTV14,http://39.135.138.59:18890/PLTV/88888910/224/3221225806/index.m3u8
CCTV14,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV-14/1.m3u8
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8$蓝光
CCTV15,http://39.135.138.59:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://39.135.138.59:18890/PLTV/88888910/224/3221225891/index.m3u8
CCTV15,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV-15/1.m3u8
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8$蓝光4M
CCTV17,http://39.135.138.59:18890/PLTV/88888910/224/3221225907/index.m3u8
CCTV17,http://39.135.138.59:18890/PLTV/88888910/224/3221225908/index.m3u8
CCTV17,http://39.135.138.59:18890/PLTV/88888910/224/3221225909/index.m3u8
CCTV17,http://117.169.124.37:6610/ysten-businessmobile/live/-4000k-1080P-CCTV-17/1.m3u8
CETV1,http://39.134.115.163:8080/PLTV/88888910/224/3221225661/index.m3u8$蓝光
CETV1,http://39.135.138.59:18890/PLTV/88888910/224/3221225661/index.m3u8
CETV4,http://39.135.138.59:18890/PLTV/88888910/224/3221225937/index.m3u8
CGTN,http://39.135.138.59:18890/PLTV/88888910/224/3221225747/index.m3u8
CGTN,http://39.135.138.59:18890/PLTV/88888910/224/3221225896/index.m3u8
CGTN纪录,http://39.135.138.59:18890/PLTV/88888910/224/3221225645/index.m3u8
纯享4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8$蓝光
纯享4K,http://39.135.138.59:18890/PLTV/88888910/224/3221225786/index.m3u8
卫视,#genre#
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8$蓝光8M
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8$蓝光
北京卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225840/index.m3u8
北京卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225674/index.m3u8
北京卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225839/index.m3u8
北京卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225813/index.m3u8
北京卫视,http://117.169.124.37:6610/ysten-businessmobile/live/beijingstv/yst.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8$蓝光8M
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8$蓝光
浙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225858/index.m3u8
浙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225857/index.m3u8
浙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225864/index.m3u8
浙江卫视,http://117.169.124.37:6610/ysten-businessmobile/live/zhejiangstv/yst.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8$蓝光8M
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8$蓝光
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225818/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225817/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225833/index.m3u8
湖南卫视,http://117.169.124.37:6610/ysten-businessmobile/live/hunanstv/1.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8$蓝光8M
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8$蓝光
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225854/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225853/index.m3u8
东方卫视,http://117.169.124.37:6610/ysten-businessmobile/live/dongfangstv/yst.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8$蓝光8M
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8$蓝光
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225856/index.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225855/index.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225881/index.m3u8
江苏卫视,http://117.169.124.37:6610/ysten-businessmobile/live/jiangsustv/yst.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8$蓝光
东南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225829/index.m3u8
东南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225830/index.m3u8
东南卫视,http://117.169.124.37:6610/ysten-businessmobile/live/dongnanstv/yst.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8$蓝光8M
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8$蓝光
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225852/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225834/index.m3u8
江西卫视,http://117.169.124.37:6610/ysten-businessmobile/live/jiangxistv/yst.m3u8
河北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8$蓝光
河北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225732/index.m3u8
河北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225880/index.m3u8
河北卫视,http://117.169.124.37:6610/ysten-businessmobile/live/hebeistv/yst.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8$蓝光8M
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8$蓝光
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225828/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225827/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225875/index.m3u8
深圳卫视,http://117.169.124.37:6610/ysten-businessmobile/live/shenzhenstv/yst.m3u8
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8$蓝光8M
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8$蓝光
湖北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225800/index.m3u8
湖北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225799/index.m3u8
湖北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225871/index.m3u8
湖北卫视,http://117.169.124.37:6610/ysten-businessmobile/live/hubeistv/yst.m3u8
四川卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8$蓝光
四川卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225733/index.m3u8
四川卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225885/index.m3u8
四川卫视,http://117.169.124.37:6610/ysten-businessmobile/live/sichuanstv/yst.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8$蓝光8M
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8$蓝光
天津卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225804/index.m3u8
天津卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225698/index.m3u8
天津卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225803/index.m3u8
天津卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225886/index.m3u8
天津卫视,http://117.169.124.37:6610/ysten-businessmobile/live/tianjinstv/yst.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8$蓝光8M
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8$蓝光
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225816/index.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225815/index.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225867/index.m3u8
安徽卫视,http://117.169.124.37:6610/ysten-businessmobile/live/anhuistv/yst.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8$蓝光8M
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8$蓝光
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225802/index.m3u8
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225801/index.m3u8
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225873/index.m3u8
山东卫视,http://117.169.124.37:6610/ysten-businessmobile/live/shandongstv/yst.m3u8
山西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8$蓝光
山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8
山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225884/index.m3u8
山西卫视,http://117.169.124.37:6610/ysten-businessmobile/live/shanxistv/yst.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8$蓝光8M
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8$蓝光
广东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225826/index.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225701/index.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225825/index.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225868/index.m3u8
广东卫视,http://117.169.124.37:6610/ysten-businessmobile/live/guangdongstv/yst.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8$蓝光
广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225869/index.m3u8
广西卫视,http://117.169.124.37:6610/ysten-businessmobile/live/guangxistv/yst.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8$蓝光8M
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8$蓝光
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225851/index.m3u8
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225866/index.m3u8
重庆卫视,http://117.169.124.37:6610/ysten-businessmobile/live/chongqingstv/yst.m3u8
吉林卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8$蓝光
吉林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8
吉林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225872/index.m3u8
吉林卫视,http://117.169.124.37:6610/ysten-businessmobile/live/jilinstv/yst.m3u8
云南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8$蓝光
云南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225664/index.m3u8
云南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225838/index.m3u8
云南卫视,http://117.169.124.37:6610/ysten-businessmobile/live/yunnanstv/yst.m3u8
陕西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8$蓝光
陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225874/index.m3u8
陕西卫视,http://117.169.124.37:6610/ysten-businessmobile/live/shanxi1stv/yst.m3u8
内蒙古卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8$蓝光
内蒙古卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
内蒙古卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225882/index.m3u8
内蒙古卫视,http://117.169.124.37:6610/ysten-businessmobile/live/neimenggustv/yst.m3u8
青海卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225727/index.m3u8$蓝光
青海卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225727/index.m3u8
青海卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225883/index.m3u8
青海卫视,http://117.169.124.37:6610/ysten-businessmobile/live/qinghaistv/yst.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8$蓝光8M
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8$蓝光
黑龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225798/index.m3u8
黑龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8
黑龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225797/index.m3u8
黑龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225831/index.m3u8
黑龙江卫视,http://117.169.124.37:6610/ysten-businessmobile/live/heilongjiangstv/yst.m3u8
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8$蓝光
宁夏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
宁夏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225862/index.m3u8
宁夏卫视,http://117.169.124.37:6610/ysten-businessmobile/live/ningxiastv/yst.m3u8
甘肃卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8$蓝光
甘肃卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
甘肃卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225859/index.m3u8
甘肃卫视,http://117.169.124.37:6610/ysten-businessmobile/live/gansustv/yst.m3u8
西藏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8$蓝光
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225887/index.m3u8
西藏卫视,http://117.169.124.37:6610/ysten-businessmobile/live/xizangstv/yst.m3u8
新疆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225725/index.m3u8$蓝光
新疆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225725/index.m3u8
新疆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225837/index.m3u8
新疆卫视,http://117.169.124.37:6610/ysten-businessmobile/live/xinjiangstv/yst.m3u8
旅游卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8$蓝光
贵州卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8$蓝光
贵州卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8
贵州卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225860/index.m3u8
贵州卫视,http://117.169.124.37:6610/ysten-businessmobile/live/guizhoustv/yst.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8$蓝光8M
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8$蓝光
辽宁卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225850/index.m3u8
辽宁卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225849/index.m3u8
辽宁卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225835/index.m3u8
辽宁卫视,http://117.169.124.37:6610/ysten-businessmobile/live/liaoningstv/yst.m3u8
海南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225722/index.m3u8
海南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225861/index.m3u8
河南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225870/index.m3u8
河南卫视,http://117.169.124.37:6610/ysten-businessmobile/live/henanstv/yst.m3u8
厦门卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225836/index.m3u8
旅游卫视,http://117.169.124.37:6610/ysten-businessmobile/live/lvyoustv/yst.m3u8
安多卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225897/index.m3u8
兵团卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225879/index.m3u8
康巴卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225899/index.m3u8
南方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225900/index.m3u8
农林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225901/index.m3u8
